strategy,length_km,buffer_hours,storage_cost_2023_usd_per_kg,annual_delivered_kg,required_buffer_kg,diameter_in,stations,segment_length_km,q_bar_a,draft_inlet_bar_a,pressure_swing_bar,raw_linepack_kg,credited_linepack_kg,external_storage_kg,gathering_stages,gathering_rating_unit_kw,enroute_stages,enroute_rating_unit_kw,compressor_capex_2018_usd,full_year_energy_kwh,pipeline_capex_2023_usd,compressor_capex_2023_usd,storage_capex_2023_usd,pipeline_lcot_2023_usd_per_kg,compressor_lcot_2023_usd_per_kg,electricity_lcot_2023_usd_per_kg,storage_lcot_2023_usd_per_kg,lcot_2023_usd_per_kg,annual_cost_2023_usd,service_closure_kg,infrastructure_response,uses_linepack,delta_embedded_2023_usd_per_kg,delta_redesign_2023_usd_per_kg,delta_joint_vs_external_storage_only_2023_usd_per_kg,joint_saving_vs_external_storage_only_percent
Linepack without redesign,1200.0,24.0,100.0,500000000.0,1369863.01369863,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,845737.142257575,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,84573714.2257575,0.26801830995467557,0.008101605864454974,0.063213201801047,0.016914742845151497,0.35624786046532897,178123930.2326645,0.0,Transport assets retained,True,0.01048251742882117,0.0,0.01048251742882117,2.858371725029758
Joint design,1200.0,24.0,100.0,500000000.0,1369863.01369863,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,845737.142257575,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,84573714.2257575,0.26801830995467557,0.008101605864454974,0.063213201801047,0.016914742845151497,0.35624786046532897,178123930.2326645,0.0,Transport assets retained,True,0.01048251742882117,0.0,0.01048251742882117,2.858371725029758
External storage only,1200.0,36.0,100.0,500000000.0,2054794.520547945,30.0,0,1200.0,,,0.0,0.0,0.0,2054794.520547945,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,205479452.0547945,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0410958904109589,0.3804290080311364,190214504.0155682,0.0,Transport assets retained,False,0.010482517428821059,0.0,0.010482517428821059,2.755446405906858
Linepack without redesign,1200.0,36.0,100.0,500000000.0,2054794.520547945,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,1530668.64910689,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,153066864.910689,0.26801830995467557,0.008101605864454974,0.063213201801047,0.030613372982137798,0.3699464906023153,184973245.30115765,0.0,Transport assets retained,True,0.010482517428821059,0.0,0.010482517428821059,2.755446405906858
Joint design,1200.0,36.0,100.0,500000000.0,2054794.520547945,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,1530668.64910689,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,153066864.910689,0.26801830995467557,0.008101605864454974,0.063213201801047,0.030613372982137798,0.3699464906023153,184973245.30115765,0.0,Transport assets retained,True,0.010482517428821059,0.0,0.010482517428821059,2.755446405906858
External storage only,1200.0,48.0,100.0,500000000.0,2739726.02739726,30.0,0,1200.0,,,0.0,0.0,0.0,2739726.02739726,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,273972602.739726,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0547945205479452,0.3941276381681227,197063819.08406135,0.0,Transport assets retained,False,0.010482517428821059,0.0,0.010482517428821059,2.6596758038951687
Linepack without redesign,1200.0,48.0,100.0,500000000.0,2739726.02739726,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2215600.155956205,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,221560015.5956205,0.26801830995467557,0.008101605864454974,0.063213201801047,0.04431200311912411,0.3836451207393016,191822560.3696508,0.0,Transport assets retained,True,0.010482517428821059,0.0,0.010482517428821059,2.6596758038951687
Joint design,1200.0,48.0,100.0,500000000.0,2739726.02739726,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2215600.155956205,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,221560015.5956205,0.26801830995467557,0.008101605864454974,0.063213201801047,0.04431200311912411,0.3836451207393016,191822560.3696508,0.0,Transport assets retained,True,0.010482517428821059,0.0,0.010482517428821059,2.6596758038951687
External storage only,1200.0,72.0,100.0,500000000.0,4109589.04109589,30.0,0,1200.0,,,0.0,0.0,0.0,4109589.04109589,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,410958904.109589,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0821917808219178,0.4215248984420953,210762449.22104764,0.0,Transport assets retained,False,0.010482517428821114,0.0,0.010482517428821114,2.4868086007643257
Linepack without redesign,1200.0,72.0,100.0,500000000.0,4109589.04109589,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3585463.169654835,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,358546316.9654835,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0717092633930967,0.41104238101327417,205521190.5066371,0.0,Transport assets retained,True,0.010482517428821114,0.0,0.010482517428821114,2.4868086007643257
Joint design,1200.0,72.0,100.0,500000000.0,4109589.04109589,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3585463.169654835,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,358546316.9654835,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0717092633930967,0.41104238101327417,205521190.5066371,0.0,Transport assets retained,True,0.010482517428821114,0.0,0.010482517428821114,2.4868086007643257
External storage only,1600.0,0.0,100.0,500000000.0,0.0,30.0,1,800.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,0.0,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0,0.4397458163902554,219872908.1951277,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Linepack without redesign,1600.0,0.0,100.0,500000000.0,0.0,30.0,1,800.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,0.0,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0,0.4397458163902554,219872908.1951277,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Joint design,1600.0,0.0,100.0,500000000.0,0.0,30.0,1,800.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,0.0,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0,0.4397458163902554,219872908.1951277,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
External storage only,1600.0,6.0,100.0,500000000.0,342465.7534246575,30.0,1,800.0,,,0.0,0.0,0.0,342465.7534246575,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,34246575.34246575,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.00684931506849315,0.4465951314587485,223297565.72937426,0.0,Transport assets retained,False,0.0010393406883589251,0.002209159031395347,0.003248499719754272,0.7273925510883749
Linepack without redesign,1600.0,6.0,100.0,500000000.0,342465.7534246575,30.0,1,800.0,51.41735684348515,69.9986006120988,0.8902626228047552,51967.03441952149,51967.03441952149,290498.719005136,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.7550016,1667491341.3942056,37857822.62795118,29049871.9005136,0.35017318169278316,0.010675905981082234,0.07889672871642152,0.00580997438010272,0.4455557907703896,222777895.3851948,0.0,Transport assets retained,True,0.0010393406883589251,0.002209159031395347,0.003248499719754272,0.7273925510883749
Joint design,1600.0,6.0,100.0,500000000.0,342465.7534246575,30.0,1,800.0,45.44162024215761,65.73431640409974,5.86688202323915,342465.7536181944,342465.7534246575,0.0,2,19817.671124984532,1,5913.445783367643,27202028.336728595,392007972.3776784,1667491341.3942056,39354250.40270088,0.0,0.35017318169278316,0.01109789861356165,0.0820755514326494,0.0,0.44334663173899425,221673315.86949712,0.0,Compressor resize,True,0.0010393406883589251,0.002209159031395347,0.003248499719754272,0.7273925510883749
External storage only,1600.0,12.0,100.0,500000000.0,684931.506849315,30.0,1,800.0,,,0.0,0.0,0.0,684931.506849315,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,68493150.6849315,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0136986301369863,0.4534444465272417,226722223.26362085,0.0,Transport assets retained,False,0.0010393406883588696,0.003067268300071646,0.004106608988430516,0.9056476531759226
Linepack without redesign,1600.0,12.0,100.0,500000000.0,684931.506849315,30.0,1,800.0,51.41735684348515,69.9986006120988,0.8902626228047552,51967.03441952149,51967.03441952149,632964.4724297936,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.7550016,1667491341.3942056,37857822.62795118,63296447.242979355,0.35017318169278316,0.010675905981082234,0.07889672871642152,0.012659289448595873,0.4524051058388828,226202552.9194414,0.0,Transport assets retained,True,0.0010393406883588696,0.003067268300071646,0.004106608988430516,0.9056476531759226
Joint design,1600.0,12.0,100.0,500000000.0,684931.506849315,30.0,1,800.0,39.44785865446805,61.74295956062293,10.658068073322092,622140.2271915912,622140.2271915912,62791.27965772385,2,19817.671124984532,1,7229.2292296794785,28521635.865304984,412053647.14235955,1667491341.3942056,41263378.812907144,6279127.965772385,0.35017318169278316,0.011636272825239817,0.08627255742763369,0.001255825593154477,0.4493378375388112,224668918.7694056,0.0,Compressor resize,True,0.0010393406883588696,0.003067268300071646,0.004106608988430516,0.9056476531759226
External storage only,1600.0,24.0,100.0,500000000.0,1369863.01369863,30.0,1,800.0,,,0.0,0.0,0.0,1369863.01369863,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,136986301.369863,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0273972602739726,0.46714307666422794,233571538.33211398,0.0,Transport assets retained,False,0.001039340688358814,0.0030672683000715906,0.004106608988430405,0.8790901960390486
Linepack without redesign,1600.0,24.0,100.0,500000000.0,1369863.01369863,30.0,1,800.0,51.41735684348515,69.9986006120988,0.8902626228047552,51967.03441952149,51967.03441952149,1317895.9792791086,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.7550016,1667491341.3942056,37857822.62795118,131789597.92791086,0.35017318169278316,0.010675905981082234,0.07889672871642152,0.026357919585582174,0.4661037359758691,233051867.98793456,0.0,Transport assets retained,True,0.001039340688358814,0.0030672683000715906,0.004106608988430405,0.8790901960390486
Joint design,1600.0,24.0,100.0,500000000.0,1369863.01369863,30.0,1,800.0,39.44785865446805,61.74295956062293,10.658068073322092,622140.2271915912,622140.2271915912,747722.7865070389,2,19817.671124984532,1,7229.2292296794785,28521635.865304984,412053647.14235955,1667491341.3942056,41263378.812907144,74772278.65070389,0.35017318169278316,0.011636272825239817,0.08627255742763369,0.01495445573014078,0.46303646767579754,231518233.83789876,0.0,Compressor resize,True,0.001039340688358814,0.0030672683000715906,0.004106608988430405,0.8790901960390486
External storage only,1600.0,36.0,100.0,500000000.0,2054794.520547945,30.0,1,800.0,,,0.0,0.0,0.0,2054794.520547945,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,205479452.0547945,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0410958904109589,0.4808417068012143,240420853.40060714,0.0,Transport assets retained,False,0.0010393406883589251,0.0030672683000715906,0.004106608988430516,0.8540459220456592
Linepack without redesign,1600.0,36.0,100.0,500000000.0,2054794.520547945,30.0,1,800.0,51.41735684348515,69.9986006120988,0.8902626228047552,51967.03441952149,51967.03441952149,2002827.4861284236,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.7550016,1667491341.3942056,37857822.62795118,200282748.61284235,0.35017318169278316,0.010675905981082234,0.07889672871642152,0.040056549722568474,0.47980236611285537,239901183.0564277,0.0,Transport assets retained,True,0.0010393406883589251,0.0030672683000715906,0.004106608988430516,0.8540459220456592
Joint design,1600.0,36.0,100.0,500000000.0,2054794.520547945,30.0,1,800.0,39.44785865446805,61.74295956062293,10.658068073322092,622140.2271915912,622140.2271915912,1432654.2933563539,2,19817.671124984532,1,7229.2292296794785,28521635.865304984,412053647.14235955,1667491341.3942056,41263378.812907144,143265429.3356354,0.35017318169278316,0.011636272825239817,0.08627255742763369,0.02865308586712708,0.4767350978127838,238367548.9063919,0.0,Compressor resize,True,0.0010393406883589251,0.0030672683000715906,0.004106608988430516,0.8540459220456592
External storage only,1600.0,48.0,100.0,500000000.0,2739726.02739726,30.0,1,800.0,,,0.0,0.0,0.0,2739726.02739726,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,273972602.739726,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0547945205479452,0.4945403369382006,247270168.4691003,0.0,Transport assets retained,False,0.0010393406883589251,0.0030672683000715906,0.004106608988430516,0.8303890869358329
Linepack without redesign,1600.0,48.0,100.0,500000000.0,2739726.02739726,30.0,1,800.0,51.41735684348515,69.9986006120988,0.8902626228047552,51967.03441952149,51967.03441952149,2687758.9929777384,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.7550016,1667491341.3942056,37857822.62795118,268775899.29777384,0.35017318169278316,0.010675905981082234,0.07889672871642152,0.05375517985955477,0.4935009962498417,246750498.12492085,0.0,Transport assets retained,True,0.0010393406883589251,0.0030672683000715906,0.004106608988430516,0.8303890869358329
Joint design,1600.0,48.0,100.0,500000000.0,2739726.02739726,30.0,1,800.0,39.44785865446805,61.74295956062293,10.658068073322092,622140.2271915912,622140.2271915912,2117585.800205669,2,19817.671124984532,1,7229.2292296794785,28521635.865304984,412053647.14235955,1667491341.3942056,41263378.812907144,211758580.02056688,0.35017318169278316,0.011636272825239817,0.08627255742763369,0.042351716004113374,0.4904337279497701,245216863.97488505,0.0,Compressor resize,True,0.0010393406883589251,0.0030672683000715906,0.004106608988430516,0.8303890869358329
External storage only,1600.0,72.0,100.0,500000000.0,4109589.04109589,30.0,1,800.0,,,0.0,0.0,0.0,4109589.04109589,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.75485075,1667491341.3942056,37857822.62795118,410958904.109589,0.35017318169278316,0.010675905981082234,0.07889672871638993,0.0821917808219178,0.5219375972121733,260968798.6060866,0.0,Transport assets retained,False,0.0010393406883589806,0.003067268300071535,0.004106608988430516,0.7868007613103861
Linepack without redesign,1600.0,72.0,100.0,500000000.0,4109589.04109589,30.0,1,800.0,51.41735684348515,69.9986006120988,0.8902626228047552,51967.03441952149,51967.03441952149,4057622.0066763684,2,19817.671124984532,1,4916.8681483076125,26167683.372307286,376825328.7550016,1667491341.3942056,37857822.62795118,405762200.6676369,0.35017318169278316,0.010675905981082234,0.07889672871642152,0.08115244013352739,0.5208982565238143,260449128.26190716,0.0,Transport assets retained,True,0.0010393406883589806,0.003067268300071535,0.004106608988430516,0.7868007613103861
Joint design,1600.0,72.0,100.0,500000000.0,4109589.04109589,30.0,1,800.0,39.44785865446805,61.74295956062293,10.658068073322092,622140.2271915912,622140.2271915912,3487448.813904299,2,19817.671124984532,1,7229.2292296794785,28521635.865304984,412053647.14235955,1667491341.3942056,41263378.812907144,348744881.3904299,0.35017318169278316,0.011636272825239817,0.08627255742763369,0.06974897627808599,0.5178309882237427,258915494.11187136,0.0,Compressor resize,True,0.0010393406883589806,0.003067268300071535,0.004106608988430516,0.7868007613103861
External storage only,2000.0,0.0,100.0,500000000.0,0.0,30.0,1,1000.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,0.0,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0,0.5277848967778932,263892448.38894662,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Linepack without redesign,2000.0,0.0,100.0,500000000.0,0.0,30.0,1,1000.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,0.0,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0,0.5277848967778932,263892448.38894662,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Joint design,2000.0,0.0,100.0,500000000.0,0.0,30.0,1,1000.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,0.0,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0,0.5277848967778932,263892448.38894662,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
External storage only,2000.0,6.0,100.0,500000000.0,342465.7534246575,30.0,1,1000.0,,,0.0,0.0,0.0,342465.7534246575,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,34246575.34246575,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.00684931506849315,0.5346342118463864,267317105.9231932,0.0,Transport assets retained,False,0.0012436238328507043,0.00137165784929838,0.0026152816821490843,0.4891721525109806
Linepack without redesign,2000.0,6.0,100.0,500000000.0,342465.7534246575,30.0,1,1000.0,45.607413817751265,70.00078980801499,0.8521954947872743,62181.19164411427,62181.19164411427,280284.56178054324,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6937352,2052252879.275636,40826351.595266536,28028456.178054325,0.4309731046478836,0.011513031149865164,0.08529876098017608,0.005605691235610865,0.5333905880135357,266695294.00676784,0.0,Transport assets retained,True,0.0012436238328507043,0.00137165784929838,0.0026152816821490843,0.4891721525109806
Joint design,2000.0,6.0,100.0,500000000.0,342465.7534246575,30.0,1,1000.0,40.638237481951364,66.86957996160707,4.6935056059853295,342465.75269838725,342465.75269838725,0.0007262702565640211,2,19817.671124984532,1,8103.5874767343685,29374667.946237903,425374304.958361,2052252879.275636,42497494.067071624,0.07262702565640211,0.4309731046478836,0.011984293326914199,0.08906153217491412,1.4525405131280422e-11,0.5320189301642373,266009465.08211866,0.0,Compressor resize,True,0.0012436238328507043,0.00137165784929838,0.0026152816821490843,0.4891721525109806
External storage only,2000.0,12.0,100.0,500000000.0,684931.506849315,30.0,1,1000.0,,,0.0,0.0,0.0,684931.506849315,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,68493150.6849315,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0136986301369863,0.5414835269148796,270741763.4574398,0.0,Transport assets retained,False,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.5206090394569504
Linepack without redesign,2000.0,12.0,100.0,500000000.0,684931.506849315,30.0,1,1000.0,45.607413817751265,70.00078980801499,0.8521954947872743,62181.19164411427,62181.19164411427,622750.3152052008,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6937352,2052252879.275636,40826351.595266536,62275031.52052008,0.4309731046478836,0.011513031149865164,0.08529876098017608,0.012455006304104017,0.5402399030820288,270119951.54101443,0.0,Transport assets retained,True,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.5206090394569504
Joint design,2000.0,12.0,100.0,500000000.0,684931.506849315,30.0,1,1000.0,38.06554228217975,65.33804318954387,6.613494753102557,482559.4446291541,482559.4446291541,202372.0622201609,2,19817.671124984532,1,8829.16398935734,30070150.874513526,436428305.3941475,2052252879.275636,43503676.73004631,20237206.222016092,0.4309731046478836,0.01226803683787306,0.09137593199643056,0.004047441244403219,0.5386645147265904,269332257.3632952,0.0,Compressor resize,True,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.5206090394569504
External storage only,2000.0,24.0,100.0,500000000.0,1369863.01369863,30.0,1,1000.0,,,0.0,0.0,0.0,1369863.01369863,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,136986301.369863,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0273972602739726,0.5551821570518658,277591078.5259329,0.0,Transport assets retained,False,0.0012436238328507043,0.0015753883554383563,0.0028190121882890606,0.5077634705082399
Linepack without redesign,2000.0,24.0,100.0,500000000.0,1369863.01369863,30.0,1,1000.0,45.607413817751265,70.00078980801499,0.8521954947872743,62181.19164411427,62181.19164411427,1307681.8220545158,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6937352,2052252879.275636,40826351.595266536,130768182.20545158,0.4309731046478836,0.011513031149865164,0.08529876098017608,0.026153636441090315,0.5539385332190151,276969266.60950756,0.0,Transport assets retained,True,0.0012436238328507043,0.0015753883554383563,0.0028190121882890606,0.5077634705082399
Joint design,2000.0,24.0,100.0,500000000.0,1369863.01369863,30.0,1,1000.0,38.06554228217975,65.33804318954387,6.613494753102557,482559.4446291541,482559.4446291541,887303.5690694759,2,19817.671124984532,1,8829.16398935734,30070150.874513526,436428305.3941475,2052252879.275636,43503676.73004631,88730356.90694758,0.4309731046478836,0.01226803683787306,0.09137593199643056,0.017746071381389516,0.5523631448635767,276181572.4317884,0.0,Compressor resize,True,0.0012436238328507043,0.0015753883554383563,0.0028190121882890606,0.5077634705082399
External storage only,2000.0,36.0,100.0,500000000.0,2054794.520547945,30.0,1,1000.0,,,0.0,0.0,0.0,2054794.520547945,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,205479452.0547945,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0410958904109589,0.5688807871888522,284440393.5944261,0.0,Transport assets retained,False,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.4955365432922136
Linepack without redesign,2000.0,36.0,100.0,500000000.0,2054794.520547945,30.0,1,1000.0,45.607413817751265,70.00078980801499,0.8521954947872743,62181.19164411427,62181.19164411427,1992613.3289038308,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6937352,2052252879.275636,40826351.595266536,199261332.8903831,0.4309731046478836,0.011513031149865164,0.08529876098017608,0.039852266578076626,0.5676371633560015,283818581.67800075,0.0,Transport assets retained,True,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.4955365432922136
Joint design,2000.0,36.0,100.0,500000000.0,2054794.520547945,30.0,1,1000.0,38.06554228217975,65.33804318954387,6.613494753102557,482559.4446291541,482559.4446291541,1572235.075918791,2,19817.671124984532,1,8829.16398935734,30070150.874513526,436428305.3941475,2052252879.275636,43503676.73004631,157223507.5918791,0.4309731046478836,0.01226803683787306,0.09137593199643056,0.03144470151837582,0.566061775000563,283030887.5002815,0.0,Compressor resize,True,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.4955365432922136
External storage only,2000.0,48.0,100.0,500000000.0,2739726.02739726,30.0,1,1000.0,,,0.0,0.0,0.0,2739726.02739726,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,273972602.739726,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0547945205479452,0.5825794173258384,291289708.6629192,0.0,Transport assets retained,False,0.0012436238328505933,0.0015753883554385784,0.0028190121882891717,0.4838846180369757
Linepack without redesign,2000.0,48.0,100.0,500000000.0,2739726.02739726,30.0,1,1000.0,45.607413817751265,70.00078980801499,0.8521954947872743,62181.19164411427,62181.19164411427,2677544.8357531456,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6937352,2052252879.275636,40826351.595266536,267754483.57531455,0.4309731046478836,0.011513031149865164,0.08529876098017608,0.05355089671506292,0.5813357934929878,290667896.7464939,0.0,Transport assets retained,True,0.0012436238328505933,0.0015753883554385784,0.0028190121882891717,0.4838846180369757
Joint design,2000.0,48.0,100.0,500000000.0,2739726.02739726,30.0,1,1000.0,38.06554228217975,65.33804318954387,6.613494753102557,482559.4446291541,482559.4446291541,2257166.582768106,2,19817.671124984532,1,8829.16398935734,30070150.874513526,436428305.3941475,2052252879.275636,43503676.73004631,225716658.2768106,0.4309731046478836,0.01226803683787306,0.09137593199643056,0.04514333165536212,0.5797604051375492,289880202.56877464,0.0,Compressor resize,True,0.0012436238328505933,0.0015753883554385784,0.0028190121882891717,0.4838846180369757
External storage only,2000.0,72.0,100.0,500000000.0,4109589.04109589,30.0,1,1000.0,,,0.0,0.0,0.0,4109589.04109589,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6935844,2052252879.275636,40826351.595266536,410958904.109589,0.4309731046478836,0.011513031149865164,0.08529876098014452,0.0821917808219178,0.6099766775998111,304988338.79990554,0.0,Transport assets retained,False,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.46215081523799634
Linepack without redesign,2000.0,72.0,100.0,500000000.0,4109589.04109589,30.0,1,1000.0,45.607413817751265,70.00078980801499,0.8521954947872743,62181.19164411427,62181.19164411427,4047407.8494517757,2,19817.671124984532,1,6923.938923395723,28219558.53854778,407402615.6937352,2052252879.275636,40826351.595266536,404740784.94517756,0.4309731046478836,0.011513031149865164,0.08529876098017608,0.08094815698903551,0.6087330537669604,304366526.8834802,0.0,Transport assets retained,True,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.46215081523799634
Joint design,2000.0,72.0,100.0,500000000.0,4109589.04109589,30.0,1,1000.0,38.06554228217975,65.33804318954387,6.613494753102557,482559.4446291541,482559.4446291541,3627029.596466736,2,19817.671124984532,1,8829.16398935734,30070150.874513526,436428305.3941475,2052252879.275636,43503676.73004631,362702959.6466736,0.4309731046478836,0.01226803683787306,0.09137593199643056,0.07254059192933474,0.6071576654115219,303578832.70576096,0.0,Compressor resize,True,0.0012436238328507043,0.0015753883554384673,0.0028190121882891717,0.46215081523799634
External storage only,400.0,0.0,200.0,500000000.0,0.0,24.0,0,400.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,382567650.14176935,28729098.81012402,0.0,0.08033920652977157,0.008101605864454974,0.063213201801047,0.0,0.15165401419527352,75827007.09763676,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Linepack without redesign,400.0,0.0,200.0,500000000.0,0.0,24.0,0,400.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,382567650.14176935,28729098.81012402,0.0,0.08033920652977157,0.008101605864454974,0.063213201801047,0.0,0.15165401419527352,75827007.09763676,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Joint design,400.0,0.0,200.0,500000000.0,0.0,24.0,0,400.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,382567650.14176935,28729098.81012402,0.0,0.08033920652977157,0.008101605864454974,0.063213201801047,0.0,0.15165401419527352,75827007.09763676,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
External storage only,400.0,6.0,200.0,500000000.0,342465.7534246575,24.0,0,400.0,,,0.0,0.0,0.0,342465.7534246575,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,382567650.14176935,28729098.81012402,68493150.6849315,0.08033920652977157,0.008101605864454974,0.063213201801047,0.0136986301369863,0.16535264433225982,82676322.16612992,0.0,Transport assets retained,False,0.003960013718029093,0.0,0.003960013718029093,2.394889863431416
