strategy,length_km,buffer_hours,storage_cost_2023_usd_per_kg,annual_delivered_kg,required_buffer_kg,diameter_in,stations,segment_length_km,q_bar_a,draft_inlet_bar_a,pressure_swing_bar,raw_linepack_kg,credited_linepack_kg,external_storage_kg,gathering_stages,gathering_rating_unit_kw,enroute_stages,enroute_rating_unit_kw,compressor_capex_2018_usd,full_year_energy_kwh,pipeline_capex_2023_usd,compressor_capex_2023_usd,storage_capex_2023_usd,pipeline_lcot_2023_usd_per_kg,compressor_lcot_2023_usd_per_kg,electricity_lcot_2023_usd_per_kg,storage_lcot_2023_usd_per_kg,lcot_2023_usd_per_kg,annual_cost_2023_usd,service_closure_kg,infrastructure_response,uses_linepack,delta_embedded_2023_usd_per_kg,delta_redesign_2023_usd_per_kg,delta_joint_vs_external_storage_only_2023_usd_per_kg,joint_saving_vs_external_storage_only_percent
External storage only,1200.0,0.0,100.0,500000000.0,0.0,30.0,0,1200.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,0.0,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0,0.3393331176201775,169666558.81008875,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Linepack without redesign,1200.0,0.0,100.0,500000000.0,0.0,30.0,0,1200.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,0.0,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0,0.3393331176201775,169666558.81008875,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
Joint design,1200.0,0.0,100.0,500000000.0,0.0,30.0,0,1200.0,,,0.0,0.0,0.0,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,0.0,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0,0.3393331176201775,169666558.81008875,0.0,Transport assets retained,False,0.0,0.0,0.0,0.0
External storage only,1200.0,6.0,100.0,500000000.0,342465.7534246575,30.0,0,1200.0,,,0.0,0.0,0.0,342465.7534246575,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,34246575.34246575,0.26801830995467557,0.008101605864454974,0.063213201801047,0.00684931506849315,0.34618243268867066,173091216.34433532,0.0,Transport assets retained,False,0.006849315060066308,0.0,0.006849315060066308,1.978527623966998
Linepack without redesign,1200.0,6.0,100.0,500000000.0,342465.7534246575,30.0,0,1200.0,28.410116524481694,64.73966307648945,7.822509350273954,342465.7530033147,342465.7530033147,0.00042134278919547796,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,0.042134278919547796,0.26801830995467557,0.008101605864454974,0.063213201801047,8.42685578390956e-12,0.33933311762860435,169666558.81430218,0.0,Transport assets retained,True,0.006849315060066308,0.0,0.006849315060066308,1.978527623966998
Joint design,1200.0,6.0,100.0,500000000.0,342465.7534246575,30.0,0,1200.0,28.410116524481694,64.73966307648945,7.822509350273954,342465.7530033147,342465.7530033147,0.00042134278919547796,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,0.042134278919547796,0.26801830995467557,0.008101605864454974,0.063213201801047,8.42685578390956e-12,0.33933311762860435,169666558.81430218,0.0,Transport assets retained,True,0.006849315060066308,0.0,0.006849315060066308,1.978527623966998
External storage only,1200.0,12.0,100.0,500000000.0,684931.506849315,30.0,0,1200.0,,,0.0,0.0,0.0,684931.506849315,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,68493150.6849315,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0136986301369863,0.35303174775716384,176515873.8785819,0.0,Transport assets retained,False,0.010482517428821114,0.0,0.010482517428821114,2.9692846310331307
Linepack without redesign,1200.0,12.0,100.0,500000000.0,684931.506849315,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,160805.63540826,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,16080563.540825998,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0032161127081652,0.3425492303283427,171274615.16417137,0.0,Transport assets retained,True,0.010482517428821114,0.0,0.010482517428821114,2.9692846310331307
Joint design,1200.0,12.0,100.0,500000000.0,684931.506849315,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,160805.63540826,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,16080563.540825998,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0032161127081652,0.3425492303283427,171274615.16417137,0.0,Transport assets retained,True,0.010482517428821114,0.0,0.010482517428821114,2.9692846310331307
External storage only,1200.0,24.0,100.0,500000000.0,1369863.01369863,30.0,0,1200.0,,,0.0,0.0,0.0,1369863.01369863,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,136986301.369863,0.26801830995467557,0.008101605864454974,0.063213201801047,0.0273972602739726,0.36673037789415014,183365188.94707507,0.0,Transport assets retained,False,0.01048251742882117,0.0,0.01048251742882117,2.858371725029758
