strategy,length_km,buffer_hours,storage_cost_2023_usd_per_kg,annual_delivered_kg,required_buffer_kg,diameter_in,stations,segment_length_km,q_bar_a,draft_inlet_bar_a,pressure_swing_bar,raw_linepack_kg,credited_linepack_kg,external_storage_kg,gathering_stages,gathering_rating_unit_kw,enroute_stages,enroute_rating_unit_kw,compressor_capex_2018_usd,full_year_energy_kwh,pipeline_capex_2023_usd,compressor_capex_2023_usd,storage_capex_2023_usd,pipeline_lcot_2023_usd_per_kg,compressor_lcot_2023_usd_per_kg,electricity_lcot_2023_usd_per_kg,storage_lcot_2023_usd_per_kg,lcot_2023_usd_per_kg,annual_cost_2023_usd,service_closure_kg,infrastructure_response,uses_linepack,delta_embedded_2023_usd_per_kg,delta_redesign_2023_usd_per_kg,delta_joint_vs_external_storage_only_2023_usd_per_kg,joint_saving_vs_external_storage_only_percent
Joint design,1200.0,45.0,600.0,500000000.0,2568493.1506849313,36.0,1,600.0,21.17064508331454,33.46562969929123,40.742236249103264,2568493.1506618406,2568493.1506618406,2.3090746253728867e-05,2,19817.671124984532,1,7301.640310325247,28592949.61056228,413156814.2144586,1645517409.009655,41366551.22906924,0.01385444775223732,0.34555865589202756,0.011665367446597527,0.08650352988774895,2.770889550447464e-12,0.4437275532291449,221863776.61457247,0.0,Diameter change,True,0.06289510457292646,0.14092963790029778,0.20382474247322424,31.47618251467169
External storage only,1200.0,48.0,600.0,500000000.0,2739726.02739726,30.0,0,1200.0,,,0.0,0.0,0.0,2739726.02739726,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1643835616.438356,0.26801830995467557,0.008101605864454974,0.063213201801047,0.3287671232876712,0.6681002409078487,334050120.45392436,0.0,Transport assets retained,False,0.06289510457292657,0.15983040861946768,0.22272551319239425,33.337140080917116
Linepack without redesign,1200.0,48.0,600.0,500000000.0,2739726.02739726,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2215600.155956205,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1329360093.573723,0.26801830995467557,0.008101605864454974,0.063213201801047,0.26587201871474464,0.6052051363349221,302602568.16746104,0.0,Transport assets retained,True,0.06289510457292657,0.15983040861946768,0.22272551319239425,33.337140080917116
Joint design,1200.0,48.0,600.0,500000000.0,2739726.02739726,42.0,0,1200.0,32.41748285113416,40.852329770556416,31.928609636158107,2739726.0277336915,2739726.02739726,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1781237714.5235832,28729098.81012402,0.0,0.37405992004995253,0.008101605864454974,0.063213201801047,0.0,0.44537472771545444,222687363.85772723,0.0,Diameter change,True,0.06289510457292657,0.15983040861946768,0.22272551319239425,33.337140080917116
External storage only,1200.0,51.0,600.0,500000000.0,2910958.9041095884,30.0,0,1200.0,,,0.0,0.0,0.0,2910958.9041095884,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1746575342.465753,0.26801830995467557,0.008101605864454974,0.063213201801047,0.34931506849315064,0.6886481861133282,344324093.0566641,0.0,Transport assets retained,False,0.0628951045729268,0.180378353824947,0.2432734583978738,35.32623236414641
Linepack without redesign,1200.0,51.0,600.0,500000000.0,2910958.9041095884,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2386833.0326685333,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1432099819.60112,0.26801830995467557,0.008101605864454974,0.063213201801047,0.286419963920224,0.6257530815404014,312876540.7702007,0.0,Transport assets retained,True,0.0628951045729268,0.180378353824947,0.2432734583978738,35.32623236414641
Joint design,1200.0,51.0,600.0,500000000.0,2910958.9041095884,42.0,0,1200.0,30.087700017094818,39.02933954856782,33.97403729727965,2915239.8213150725,2910958.9041095884,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1781237714.5235832,28729098.81012402,0.0,0.37405992004995253,0.008101605864454974,0.063213201801047,0.0,0.44537472771545444,222687363.85772723,0.0,Diameter change,True,0.0628951045729268,0.180378353824947,0.2432734583978738,35.32623236414641
External storage only,1200.0,54.0,600.0,500000000.0,3082191.7808219176,30.0,0,1200.0,,,0.0,0.0,0.0,3082191.7808219176,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1849315068.4931505,0.26801830995467557,0.008101605864454974,0.063213201801047,0.3698630136986301,0.7091961313188077,354598065.6594038,0.0,Transport assets retained,False,0.06289510457292657,0.20092629903042664,0.2638214036033532,37.2000624302273
Linepack without redesign,1200.0,54.0,600.0,500000000.0,3082191.7808219176,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2558065.9093808625,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1534839545.6285174,0.26801830995467557,0.008101605864454974,0.063213201801047,0.3069679091257035,0.6463010267458811,323150513.37294054,0.0,Transport assets retained,True,0.06289510457292657,0.20092629903042664,0.2638214036033532,37.2000624302273
Joint design,1200.0,54.0,600.0,500000000.0,3082191.7808219176,42.0,0,1200.0,27.819087512821113,37.3084612832627,35.93113797916925,3083174.4648266425,3082191.7808219176,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1781237714.5235832,28729098.81012402,0.0,0.37405992004995253,0.008101605864454974,0.063213201801047,0.0,0.44537472771545444,222687363.85772723,0.0,Diameter change,True,0.06289510457292657,0.20092629903042664,0.2638214036033532,37.2000624302273
External storage only,1200.0,57.0,600.0,500000000.0,3253424.657534247,30.0,0,1200.0,,,0.0,0.0,0.0,3253424.657534247,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1952054794.520548,0.26801830995467557,0.008101605864454974,0.063213201801047,0.39041095890410965,0.7297440765242872,364872038.2621436,0.0,Transport assets retained,False,0.06289510457292669,0.22147424422570416,0.28436934879863085,38.9683668489725
Linepack without redesign,1200.0,57.0,600.0,500000000.0,3253424.657534247,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2729298.7860931917,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1637579271.655915,0.26801830995467557,0.008101605864454974,0.063213201801047,0.327515854331183,0.6668489719513605,333424485.97568023,0.0,Transport assets retained,True,0.06289510457292669,0.22147424422570416,0.28436934879863085,38.9683668489725
Joint design,1200.0,57.0,600.0,500000000.0,3253424.657534247,42.0,0,1200.0,25.469841857240517,35.591185671617545,37.915223937291096,3253424.657449231,3253424.657449231,8.501578122377396e-05,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1781237714.5235832,28729098.81012402,0.051009468734264374,0.37405992004995253,0.008101605864454974,0.063213201801047,1.0201893746852875e-11,0.44537472772565634,222687363.86282817,0.0,Diameter change,True,0.06289510457292669,0.22147424422570416,0.28436934879863085,38.9683668489725
External storage only,1200.0,60.0,600.0,500000000.0,3424657.534246575,30.0,0,1200.0,,,0.0,0.0,0.0,3424657.534246575,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2054794520.547945,0.26801830995467557,0.008101605864454974,0.063213201801047,0.410958904109589,0.7502920217297666,375146010.8648833,0.0,Transport assets retained,False,0.0628951045729268,0.24202218944138537,0.30491729401431217,40.63981558958047
Linepack without redesign,1200.0,60.0,600.0,500000000.0,3424657.534246575,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,2900531.66280552,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1740318997.683312,0.26801830995467557,0.008101605864454974,0.063213201801047,0.3480637995366624,0.6873969171568398,343698458.5784199,0.0,Transport assets retained,True,0.0628951045729268,0.24202218944138537,0.30491729401431217,40.63981558958047
Joint design,1200.0,60.0,600.0,500000000.0,3424657.534246575,42.0,0,1200.0,22.903760420228085,33.802394806668936,40.02316508831094,3434302.6005288376,3424657.534246575,0.0,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1781237714.5235832,28729098.81012402,0.0,0.37405992004995253,0.008101605864454974,0.063213201801047,0.0,0.44537472771545444,222687363.85772723,0.0,Diameter change,True,0.0628951045729268,0.24202218944138537,0.30491729401431217,40.63981558958047
External storage only,1200.0,63.0,600.0,500000000.0,3595890.4109589034,30.0,0,1200.0,,,0.0,0.0,0.0,3595890.4109589034,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2157534246.575342,0.26801830995467557,0.008101605864454974,0.063213201801047,0.4315068493150685,0.770839966935246,385419983.467623,0.0,Transport assets retained,False,0.0628951045729268,0.25868454839723354,0.32157965297016033,41.718082450851234
Linepack without redesign,1200.0,63.0,600.0,500000000.0,3595890.4109589034,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3071764.5395178483,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1843058723.7107089,0.26801830995467557,0.008101605864454974,0.063213201801047,0.36861174474214176,0.7079448623623192,353972431.1811596,0.0,Transport assets retained,True,0.0628951045729268,0.25868454839723354,0.32157965297016033,41.718082450851234
Joint design,1200.0,63.0,600.0,500000000.0,3595890.4109589034,42.0,0,1200.0,21.01325,32.5511340638266,41.52894681903439,3563510.5255453098,3563510.5255453098,32379.885413593613,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1781237714.5235832,28729098.81012402,19427931.248156168,0.37405992004995253,0.008101605864454974,0.063213201801047,0.0038855862496312336,0.4492603139650857,224630156.98254284,0.0,Diameter change,True,0.0628951045729268,0.25868454839723354,0.32157965297016033,41.718082450851234
External storage only,1200.0,66.0,600.0,500000000.0,3767123.2876712326,30.0,0,1200.0,,,0.0,0.0,0.0,3767123.2876712326,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2260273972.6027393,0.26801830995467557,0.008101605864454974,0.063213201801047,0.45205479452054786,0.7913879121407253,395693956.0703627,0.0,Transport assets retained,False,0.06289510457292646,0.26967993828551057,0.33257504285843703,42.024276307027826
Linepack without redesign,1200.0,66.0,600.0,500000000.0,3767123.2876712326,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3242997.4162301775,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,1945798449.7381065,0.26801830995467557,0.008101605864454974,0.063213201801047,0.38915968994762135,0.7284928075677989,364246403.7838994,0.0,Transport assets retained,True,0.06289510457292646,0.26967993828551057,0.33257504285843703,42.024276307027826
Joint design,1200.0,66.0,600.0,500000000.0,3767123.2876712326,42.0,1,600.0,22.878423438143095,28.85189916893395,43.90183825171076,3767123.288304872,3767123.2876712326,0.0,2,19817.671124984532,1,3589.8525373231964,24729252.5755528,356608534.4031578,1781237714.5235832,35776787.89547871,0.0,0.37405992004995253,0.010089054186524997,0.07466389504581085,0.0,0.4588128692822883,229406434.64114416,0.0,Diameter change,True,0.06289510457292646,0.26967993828551057,0.33257504285843703,42.024276307027826
External storage only,1200.0,69.0,600.0,500000000.0,3938356.164383562,30.0,0,1200.0,,,0.0,0.0,0.0,3938356.164383562,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2363013698.630137,0.26801830995467557,0.008101605864454974,0.063213201801047,0.47260273972602745,0.811935857346205,405967928.6731025,0.0,Transport assets retained,False,0.06289510457292669,0.28459209379048844,0.34748719836341513,42.79737065673754
Linepack without redesign,1200.0,69.0,600.0,500000000.0,3938356.164383562,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3414230.2929425067,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2048538175.7655041,0.26801830995467557,0.008101605864454974,0.063213201801047,0.4097076351531008,0.7490407527732783,374520376.3866392,0.0,Transport assets retained,True,0.06289510457292669,0.28459209379048844,0.34748719836341513,42.79737065673754
Joint design,1200.0,69.0,600.0,500000000.0,3938356.164383562,42.0,1,600.0,21.01325,27.396468790737547,45.53682310995849,3907417.85866471,3907417.85866471,30938.30571885174,2,19817.671124984532,1,4118.279337126649,25311754.24333143,364659001.8227721,1781237714.5235832,36619516.09978688,18562983.431311045,0.37405992004995253,0.010326703540139901,0.07634943870643526,0.003712596686262209,0.46444865898278986,232224329.49139494,0.0,Diameter change,True,0.06289510457292669,0.28459209379048844,0.34748719836341513,42.79737065673754
External storage only,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,0,1200.0,,,0.0,0.0,0.0,4109589.04109589,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2465753424.657534,0.26801830995467557,0.008101605864454974,0.063213201801047,0.4931506849315069,0.8324838025516844,416241901.2758422,0.0,Transport assets retained,False,0.06289510457292669,0.29615511487838464,0.3590502194513113,43.129994643832106
Linepack without redesign,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3585463.169654835,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2151277901.792901,0.26801830995467557,0.008101605864454974,0.063213201801047,0.43025558035858025,0.7695886979787577,384794348.98937887,0.0,Transport assets retained,True,0.06289510457292669,0.29615511487838464,0.3590502194513113,43.129994643832106
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,42.0,4,240.0,21.278639881217984,24.008007952562476,47.89291443992875,4109589.0403727633,4109589.0403727633,0.0007231268100440502,2,19817.671124984532,1,1839.6240564040556,31101427.226072162,414023001.723935,1781237714.5235832,44995665.02118502,0.43387608602643013,0.37405992004995253,0.012688777535974177,0.08668488542767112,8.677521720528602e-11,0.4734335831003731,236716791.55018654,0.0,Diameter change,True,0.06289510457292669,0.29615511487838464,0.3590502194513113,43.129994643832106
