annual_delivered_kg,length_km,diameter_in,stations,segment_length_km,pack_outlet_bar_a,pack_average_bar_a,gathering_stages,gathering_rating_unit_kw,enroute_stages,enroute_rating_unit_kw,pipeline_capex_2018_usd,compressor_capex_2018_usd,full_year_energy_kwh,transport_lcot_2023_usd_per_kg,transport_selected
500000000.0,800.0,42.0,11,66.66666666666667,70.76409286658853,70.88874441072392,2,19817.671124984532,1,57.434599525403826,846034205.0354263,21643977.28171877,311542951.4176216,0.3310968805317888,False
500000000.0,800.0,42.0,12,61.53846153846154,70.783289937199,70.8983321252995,2,19817.671124984532,1,53.14371168751457,846034205.0354263,21685802.905078113,311633506.13470614,0.33113290420849245,False
500000000.0,800.0,42.0,13,57.142857142857146,70.79974042622865,70.9065487887628,2,19817.671124984532,1,49.46117432883644,846034205.0354263,21724554.40983095,311713804.4998824,0.33116552631014584,False
500000000.0,800.0,42.0,14,53.333333333333336,70.81399442551897,70.91366886903097,2,19817.671124984532,1,46.26559998123,846034205.0354263,21760692.022447344,311785760.41141313,0.33119533531719103,False
500000000.0,800.0,42.0,15,50.0,70.82646432170675,70.91989815652744,2,19817.671124984532,1,43.46593828436909,846034205.0354263,21794578.73255468,311850823.2094445,0.33122278277379796,False
500000000.0,1200.0,16.0,18,63.1578947368421,21.280869571759684,50.613414512369566,2,19817.671124984532,2,19598.83653912667,567645431.1514989,374049041.5364717,5676430164.424972,1.5135504860430575,False
500000000.0,1200.0,16.0,19,60.0,26.122322312954104,52.02548852135831,2,19817.671124984532,2,16096.009320400368,567645431.1514989,337827131.9502399,4961082765.812699,1.3489988294524884,False
500000000.0,1200.0,16.0,20,57.142857142857146,29.833183933650684,53.2258244811783,2,19817.671124984532,2,13866.81369512494,567645431.1514989,315939605.00317013,4527075753.810007,1.2492001634678247,False
500000000.0,1200.0,16.0,21,54.54545454545455,32.844868017256644,54.266904476709655,2,19817.671124984532,2,12271.969687167883,567645431.1514989,301020167.0833225,4228094509.0543795,1.180514977311266,False
500000000.0,1200.0,16.0,22,52.17391304347826,35.371420228843256,55.18250284990377,2,19817.671124984532,1,11636.042647387641,567645431.1514989,301795692.7867293,4201914674.885932,1.1753500485890216,False
