strategy,length_km,buffer_hours,storage_cost_2023_usd_per_kg,annual_delivered_kg,required_buffer_kg,diameter_in,stations,segment_length_km,q_bar_a,draft_inlet_bar_a,pressure_swing_bar,raw_linepack_kg,credited_linepack_kg,external_storage_kg,gathering_stages,gathering_rating_unit_kw,enroute_stages,enroute_rating_unit_kw,compressor_capex_2018_usd,full_year_energy_kwh,pipeline_capex_2023_usd,compressor_capex_2023_usd,storage_capex_2023_usd,pipeline_lcot_2023_usd_per_kg,compressor_lcot_2023_usd_per_kg,electricity_lcot_2023_usd_per_kg,storage_lcot_2023_usd_per_kg,lcot_2023_usd_per_kg,annual_cost_2023_usd,service_closure_kg,infrastructure_response,uses_linepack,design_rank,gap_to_best_2023_usd_per_kg
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,2,400.0,22.561810919948833,40.460660689470174,34.396989396357995,1505883.898273414,1505883.898273414,2603705.142822476,2,19817.671124984532,1,9491.13087005914,41533860.79521961,591108542.4318272,1276277666.450836,60088679.33274743,1562223085.6934857,0.26801830995467557,0.016945007571834775,0.12376166556607616,0.31244461713869714,0.7211696002312836,360584800.11564183,0.0,Station-count change,True,56,0.24773601713091054
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,10,109.0909090909091,29.963618416339607,34.71977687522934,37.48703109359054,1641164.459698032,1641164.459698032,2468424.5813978584,2,19817.671124984532,1,2264.849479405459,53210119.06506633,646962806.0013614,1276277666.450836,76981184.03974816,1481054748.838715,0.26801830995467557,0.021708693899208986,0.1354559927363342,0.29621094976774304,0.721393946357962,360696973.17898095,0.0,Station-count change,True,57,0.24796036325758886
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,11,100.0,30.19923244763666,34.554320689121056,37.556206246459865,1644192.91511505,1644192.91511505,2465396.12598084,2,19817.671124984532,1,2068.1081292598,53903153.37671204,648496866.7658067,1276277666.450836,77983824.19218646,1479237675.588504,0.26801830995467557,0.021991438422196585,0.13577718233462058,0.2958475351177008,0.7216344658291935,360817232.9145968,0.0,Station-count change,True,58,0.24820088272882046
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,12,92.3076923076923,30.43059007545957,34.443219512198404,37.58359834127547,1645392.128047539,1645392.128047539,2464196.913048351,2,19817.671124984532,1,1899.3397254435408,54486651.81461904,649150245.2060688,1276277666.450836,78827994.46326774,1478518147.8290107,0.26801830995467557,0.022229494438641507,0.13591398158248652,0.29570362956580215,0.7218654155416057,360932707.77080286,0.0,Station-count change,True,59,0.24843183244123257
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,13,85.71428571428571,30.658615508506692,34.37544713776826,37.57796460520147,1645145.4857515173,1645145.4857515173,2464443.555344373,2,19817.671124984532,1,1753.0296889449792,54978744.64651658,649109252.229424,1276277666.450836,79539924.6284798,1478666133.2066238,0.26801830995467557,0.022430258745231305,0.1359053987948902,0.29573322664132473,0.7220871941361219,361043597.06806093,0.0,Station-count change,True,60,0.2486536110357488
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,14,80.0,30.883983408965328,34.34277771953557,37.54577211917926,1643736.113966457,1643736.113966457,2465852.927129433,2,19817.671124984532,1,1625.0278942061627,55393691.69315513,648515165.2179275,1276277666.450836,80140244.93456616,1479511756.27766,0.26801830995467557,0.022599549071547657,0.13578101352085659,0.295902351255532,0.7223012238026119,361150611.9013059,0.0,Station-count change,True,61,0.24886764070223877
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,15,75.0,30.905318846115104,34.156175303672526,37.68375255985474,1649776.8322832722,1649776.8322832722,2459812.2088126177,2,19817.671124984532,1,1530.1059315395912,56093015.07785745,651580379.9289858,1276277666.450836,81151983.73776707,1475887325.2875707,0.26801830995467557,0.022884859414050315,0.13642278411073427,0.29517746505751413,0.7225034185369743,361251709.26848716,0.0,Station-count change,True,62,0.24906983543660122
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,16,70.58823529411765,31.1263802169794,34.1747804557053,37.61298140086452,1646678.5044744785,1646678.5044744785,2462910.5366214113,2,19817.671124984532,1,1428.6731040912978,56388535.53855092,650166297.9553058,1276277666.450836,81579524.8779088,1477746321.9728467,0.26801830995467557,0.023005426015570284,0.1361267147296531,0.29554926439456936,0.7226997150944684,361349857.5472342,0.0,Station-count change,True,63,0.2492661319940953
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,17,66.66666666666667,31.14340995995868,34.02817865398528,37.72079867608179,1651398.6936990214,1651398.6936990214,2458190.3473968687,2,19817.671124984532,1,1353.9906915055074,56994983.358918756,652589726.6675907,1276277666.450836,82456896.92838576,1474914208.4381213,0.26801830995467557,0.02325284493380479,0.1366341132060465,0.2949828416876243,0.7228881097821512,361444054.8910756,0.0,Station-count change,True,64,0.24945452668177814
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,18,63.1578947368421,31.361537775254657,34.08307516029845,37.62300151495254,1647117.180321662,1647117.180321662,2462471.8607742283,2,19817.671124984532,1,1271.5391451539247,57199136.274469145,650607115.5873659,1276277666.450836,82752253.02681917,1477483116.464537,0.26801830995467557,0.023336135353563006,0.13621900966440434,0.29549662329290743,0.7230700782655504,361535039.1327752,0.0,Station-count change,True,65,0.24963649516517727
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,19,60.0,31.375496032202456,33.96507344291911,37.70942552319781,1650900.7824544283,1650900.7824544283,2458688.258641462,2,19817.671124984532,1,1211.3908770234216,57733535.591143906,652568168.0463353,1276277666.450836,83525389.65704077,1475212955.1848772,0.26801830995467557,0.0235541598832855,0.13662959943119407,0.29504259103697544,0.7232446603061307,361622330.1530653,0.0,Station-count change,True,66,0.24981107720575757
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,20,57.142857142857146,31.38811361859876,33.85795008388379,37.78771925224068,1654328.4448158883,1654328.4448158883,2455260.596280002,2,19817.671124984532,1,1156.713358626795,58240834.99186939,654363442.5848331,1276277666.450836,84259319.76688978,1473156357.7680013,0.26801830995467557,0.023761128174262923,0.13700547991858947,0.29463127155360025,0.7234161896011282,361708094.8005641,0.0,Station-count change,True,67,0.2499826065007551
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,21,54.54545454545455,31.603228277989132,33.94976106577989,37.66265952605325,1648853.3892574483,1648853.3892574483,2460735.651838442,2,19817.671124984532,1,1093.6186555652243,58342901.91470707,651799803.3611186,1276277666.450836,84406984.02153522,1476441391.103065,0.26801830995467557,0.023802769494072933,0.13646872526616619,0.295288278220613,0.7235780829355277,361789041.46776384,0.0,Station-count change,True,68,0.25014449983515463
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,1,600.0,21.01325,46.19092229782678,29.302243225458604,1282838.3248326215,1282838.3248326215,2826750.7162632686,2,19817.671124984532,2,12418.64427463331,33377985.32282856,491113257.21852577,1276277666.450836,48289251.67167309,1696050429.7579613,0.26801830995467557,0.013617568971411814,0.1028254378542591,0.33921008595159224,0.7236714027319389,361835701.3659694,0.0,Station-count change,True,69,0.25023781963156577
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,22,52.17391304347826,31.613890197964793,33.86107453779798,37.72729292673228,1651683.0089154849,1651683.0089154849,2457906.032180405,2,19817.671124984532,1,1048.3639831147095,58798164.17438242,653293053.7056198,1276277666.450836,85065629.94103718,1474743619.308243,0.26801830995467557,0.023988507643372486,0.13678137029914486,0.2949487238616486,0.7237369117588415,361868455.87942076,0.0,Station-count change,True,70,0.2503033286584684
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,23,50.0,31.623657038852443,33.7795708001312,37.78659774562384,1654279.3457875797,1654279.3457875797,2455309.6953083104,2,19817.671124984532,1,1006.7313023430978,59233689.580307394,654676559.7407858,1276277666.450836,85695721.77350421,1473185817.1849864,0.26801830995467557,0.02416619354012819,0.1370710379302849,0.2946371634369973,0.723892704862086,361946352.431043,0.0,Station-count change,True,71,0.2504591217617129
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,30.0,0,1200.0,21.01325,61.851806197436495,11.97194024252829,524125.87144105503,524125.87144105503,3585463.169654835,2,19817.671124984532,0,0.0,19857823.53684561,301917911.39976436,1276277666.450836,28729098.81012402,2151277901.792901,0.26801830995467557,0.008101605864454974,0.063213201801047,0.43025558035858025,0.7695886979787577,384794348.98937887,0.0,Transport assets retained,True,72,0.29615511487838464
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,17,66.66666666666667,52.754285884372074,58.04773182970373,13.401296717894482,375489.54924476583,375489.54924476583,3734099.4918511244,2,19817.671124984532,1,1481.3661955761477,59845359.125064805,685578874.6088078,1062110998.049659,86580648.29920697,2240459695.110675,0.22304330959042842,0.02441574282037637,0.1435411219899393,0.448091939022135,0.8390921134228791,419546056.71143955,0.0,Diameter change,True,73,0.36565853032250606
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,18,63.1578947368421,52.91983218457239,57.9324038839456,13.49702090789399,378171.6354421964,378171.6354421964,3731417.4056536937,2,19817.671124984532,1,1401.4336212727098,60309291.1230971,686227569.4906876,1062110998.049659,87251837.07213154,2238850443.392216,0.22304330959042842,0.024605018054341097,0.14367694063112377,0.44777008867844326,0.8390953569543367,419547678.4771683,0.0,Diameter change,True,74,0.3656617738539636
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,16,70.58823529411765,52.56856122420206,58.176280056880515,13.294223417367114,372489.47349109,372489.47349109,3737099.5676048,2,19817.671124984532,1,1571.0541106582994,59357457.189892426,684872596.8777943,1062110998.049659,85874781.27006301,2242259740.56288,0.22304330959042842,0.024216688318157775,0.14339324710391102,0.448451948112576,0.8391051931250731,419552596.5625366,0.0,Diameter change,True,75,0.36567161002470006
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,19,60.0,53.26026839510335,58.00455354350442,13.399375350989772,375435.7146638167,375435.7146638167,3734153.3264320735,2,19817.671124984532,1,1321.0275358561337,60531130.45187694,684303690.6482773,1062110998.049659,87572780.80419071,2240491995.859244,0.22304330959042842,0.02469552418678178,0.1432741339843031,0.4480983991718488,0.8391113669333621,419555683.46668106,0.0,Diameter change,True,76,0.365677783832989
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,20,57.142857142857146,53.39501236844712,57.911679514344684,13.476049007131827,377584.0259197928,377584.0259197928,3732005.0151760974,2,19817.671124984532,1,1256.7466165037854,60950754.52708334,684843141.3327439,1062110998.049659,88179867.55251148,2239203009.1056585,0.22304330959042842,0.02486672264980824,0.14338707993315658,0.4478406018211317,0.839137713994525,419568856.9972625,0.0,Diameter change,True,77,0.3657041308941519
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,15,75.0,52.35872403121636,58.320459831911535,13.173654264046057,369111.2588312433,369111.2588312433,3740477.7822646466,2,19817.671124984532,1,1672.4074757909905,58842685.97327679,684099376.3022621,1062110998.049659,85130041.38860933,2244286669.358788,0.22304330959042842,0.024006671671587838,0.14323135625069455,0.44885733387175764,0.8391386713844684,419569335.6922342,0.0,Diameter change,True,78,0.3657050882840953
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,21,54.54545454545455,53.51717318854189,57.82708276298204,13.545710687217444,379535.86934253067,379535.86934253067,3730053.1717533595,2,19817.671124984532,1,1198.4727452716352,61352924.69557355,685345817.8696253,1062110998.049659,88761703.04357633,2238031903.052016,0.22304330959042842,0.02503080025828853,0.14349232639971835,0.4476063806104032,0.8391728168588385,419586408.4294192,0.0,Diameter change,True,79,0.3657392337584654
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,14,80.0,52.119744522858625,58.483306667901566,13.036864284632848,365278.554519691,365278.554519691,3744310.486576199,2,19817.671124984532,1,1787.8722889304756,58297583.83686038,683247750.555301,1062110998.049659,84341420.56570499,2246586291.9457192,0.22304330959042842,0.023784280599528806,0.14305304953827716,0.4493172583891439,0.8391978981173782,419598949.0586891,0.0,Diameter change,True,80,0.3657643150170051
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,22,52.17391304347826,53.62843592906758,57.74970395926868,13.609280470466693,381317.0245367124,381317.0245367124,3728272.0165591775,2,19817.671124984532,1,1145.3996900905804,61739179.42730418,685816047.5289063,1062110998.049659,89320513.04272743,2236963209.9355063,0.22304330959042842,0.025188384678049135,0.14359077939380258,0.4473926419871013,0.8392151156493814,419607557.8246907,0.0,Diameter change,True,81,0.36578153254900836
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,23,50.0,53.73019747249011,57.67865713576503,13.667524172129923,382948.94880077784,382948.94880077784,3726640.092295112,2,19817.671124984532,1,1096.8595528909498,62110859.68614261,686257498.7327532,1062110998.049659,89858237.57543509,2235984055.377067,0.22304330959042842,0.025340022996272697,0.14368320698084008,0.4471968110754135,0.8392633506429545,419631675.3214773,0.0,Diameter change,True,82,0.36582976754258145
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,13,85.71428571428571,51.84508657135288,58.6686962451817,12.88034137920203,360892.95539119607,360892.95539119607,3748696.085704694,2,19817.671124984532,1,1920.6335824081311,57717974.22583903,682303567.6860913,1062110998.049659,83502876.41430627,2249217651.4228163,0.22304330959042842,0.02354781114883437,0.14285536394230924,0.4498435302845633,0.8392900149661353,419645007.48306763,0.0,Diameter change,True,83,0.3658564318657622
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,12,92.3076923076923,51.52609673603523,58.881656558742996,12.699479729193861,355825.41149101884,355825.41149101884,3753763.6296048714,2,19817.671124984532,1,2074.91915167353,57098759.34577121,681249217.8761495,1062110998.049659,82607033.75354539,2252258177.762923,0.22304330959042842,0.023295183518499803,0.14263461245725909,0.4504516355525846,0.8394247411187717,419712370.5593859,0.0,Diameter change,True,84,0.36599115801839865
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,11,100.0,51.15106874676996,59.12883028643047,12.488117639655663,349903.27892438765,349903.27892438765,3759685.762171502,2,19817.671124984532,1,2256.467626834967,56433637.13326222,680062642.7420555,1062110998.049659,81644775.13902381,2255811457.3029013,0.22304330959042842,0.023023826589204717,0.14238617667199602,0.4511622914605803,0.8396156043122094,419807802.1561047,0.0,Diameter change,True,85,0.3661820212118363
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,10,109.0909090909091,50.70376197011146,59.41917895335222,12.237819100163648,342890.1899861371,342890.1899861371,3766698.851109753,2,19817.671124984532,1,2473.27583893459,55714707.52294478,678716108.7748427,1062110998.049659,80604671.23367837,2260019310.6658516,0.22304330959042842,0.022730517287897305,0.14210424996216037,0.45200386213317034,0.8398819389736564,419940969.4868282,0.0,Diameter change,True,86,0.3664483558732833
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,9,120.0,50.16096013325277,59.76509019499114,11.93671612033453,334453.6166789195,334453.6166789195,3775135.4244169705,2,19817.671124984532,1,2736.843496567572,54931918.54021697,677174852.7378294,1062110998.049659,79472179.4482349,2265081254.6501822,0.22304330959042842,0.022411154604402243,0.1417815538741969,0.4530162509300365,0.840252268999064,420126134.499532,0.0,Diameter change,True,87,0.36681868589869093
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,8,133.33333333333334,49.48825243255272,60.18418489631924,11.567562417065915,324110.3371769232,324110.3371769232,3785478.703918967,2,19817.671124984532,1,3064.3546469922844,54072284.761683114,675396126.4627545,1062110998.049659,78228513.2570133,2271287222.3513803,0.22304330959042842,0.022060440738477755,0.14140913813226944,0.4542574444702761,0.8407703329314518,420385166.4657259,0.0,Diameter change,True,88,0.36733674983107867
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,7,150.0,48.63230499550303,60.70239859208773,11.104289853586643,311129.95104712265,311129.95104712265,3798459.0900487676,2,19817.671124984532,1,3482.75082354149,53118807.01939655,673330573.1381369,1062110998.049659,76849079.29132323,2279075454.0292606,0.22304330959042842,0.021671440360153154,0.14097666879471166,0.4558150908058522,0.8415065095511454,420753254.77557266,0.0,Diameter change,True,89,0.3680729264507723
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,6,171.42857142857142,47.664262224077646,61.48241804290298,10.367020744237259,290472.48398484685,290472.48398484685,3819116.5571110435,2,19817.671124984532,1,4015.5910572560992,51908785.293006666,668977852.2160785,1062110998.049659,75098492.99593438,2291469934.266626,0.22304330959042842,0.021177775024853497,0.14006533026314177,0.4582939868533252,0.8425804017317489,421290200.8658744,0.0,Diameter change,True,90,0.3691468186313758
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,5,200.0,46.252190300460285,62.440680503974434,9.447367642066489,264704.8186562705,264704.8186562705,3844884.2224396197,2,19817.671124984532,1,4760.9274050926,50581782.86536456,664576381.5616007,1062110998.049659,73178666.09273589,2306930533.463772,0.22304330959042842,0.02063638383815152,0.1391437848953531,0.46138610669275437,0.8442095850166874,422104792.5083437,0.0,Diameter change,True,91,0.3707760019163143
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,4,240.0,44.48622302250021,63.95711225390756,7.897451637088572,221277.8821196514,221277.8821196514,3888311.1589762387,2,19817.671124984532,1,5805.691091127918,48793638.16841711,655711678.066064,1062110998.049659,70591686.42751308,2332986695.385743,0.22304330959042842,0.01990685557255869,0.1372877628780709,0.4665973390771487,0.8468352671182068,423417633.55910337,0.0,Diameter change,True,92,0.3734016840178337
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,3,300.0,42.002844212542726,66.35961974919134,5.259047673466306,147352.71384072836,147352.71384072836,3962236.327255162,2,19817.671124984532,1,7404.032997167655,46365083.57528539,640314410.81814,1062110998.049659,67078200.43332015,2377341796.353097,0.22304330959042842,0.018916052522196285,0.1340640039522915,0.47546835927061937,0.8514917253355355,425745862.66776776,0.0,Diameter change,True,93,0.37805814223516243
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,24.0,2,400.0,32.076404091764445,67.43917739620646,4.210575997096477,117975.69418036037,117975.69418036037,3991613.3469155296,2,19817.671124984532,2,11793.72635323558,45773876.04633842,661267625.6757424,1062110998.049659,66222877.11528925,2394968008.1493177,0.22304330959042842,0.01867485134651157,0.13845102356644262,0.47899360162986354,0.8591627861332461,429581393.0666231,0.0,Diameter change,True,94,0.38572920303287306
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,23,50.0,61.51316488633042,70.02728884360707,0.9252216174740511,18002.561794436573,18002.561794436573,4091586.4793014536,2,19817.671124984532,1,2029.0274653361262,89935230.67507713,1012889135.2535431,891399727.538275,130112855.7105717,2454951887.580872,0.18719394278303778,0.036691825310381225,0.2120707745096046,0.4909903775161744,0.9269469201191981,463473460.05959904,0.0,Diameter change,True,95,0.453513337018825
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,22,52.17391304347826,61.11866787834263,70.02954265941807,0.9200470106191148,17901.876533836814,17901.876533836814,4091687.1645620535,2,19817.671124984532,1,2131.6786528849884,89665338.54578322,1016382450.5023644,891399727.538275,129722392.09122427,2455012298.737232,0.18719394278303778,0.03658171456972525,0.212802177428877,0.4910024597474465,0.9275802945290866,463790147.2645433,0.0,Diameter change,True,96,0.45414671142871355
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,21,54.54545454545455,60.68536151863292,70.03198286922918,0.9143915365662849,17791.83476742104,17791.83476742104,4091797.206328469,2,19817.671124984532,1,2245.382325215828,89402106.84912322,1020284054.959249,891399727.538275,129341564.3832295,2455078323.7970815,0.18719394278303778,0.03647432115607072,0.21361906473687894,0.4910156647594163,0.9283029934354038,464151496.7177019,0.0,Diameter change,True,97,0.4548694103350307
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,20,57.142857142857146,60.207183677226936,70.03463285304757,0.9081850061276242,17671.07078434844,17671.07078434844,4091917.9703115416,2,19817.671124984532,1,2372.038651530497,89148294.63220766,1024667775.3095787,891399727.538275,128974364.2091795,2455150782.186925,0.18719394278303778,0.036370770706988624,0.21453689368535037,0.491030156437385,0.9291317636127617,464565881.80638087,0.0,Diameter change,True,98,0.45569818051238864
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,19,60.0,59.67673008153241,70.03751985448797,0.9013429077167814,17537.940194748626,17537.940194748626,4092051.1009011413,2,19817.671124984532,1,2514.0134270684125,88907526.66283819,1029626424.0976193,891399727.538275,128626035.66403486,2455230660.5406847,0.18719394278303778,0.03627254205725783,0.21557509663609845,0.49104613210813697,0.930087713584531,465043856.79226553,0.0,Diameter change,True,99,0.4566541304841579
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,18,63.1578947368421,59.08485752254546,70.04067572474727,0.8937625739440875,17390.445340988143,17390.445340988143,4092198.595754902,2,19817.671124984532,1,2674.2912902244516,88684617.27057226,1035278347.2999237,891399727.538275,128303543.82880275,2455319157.452941,0.18719394278303778,0.03618159935972238,0.21675845194050838,0.4910638314905882,0.9311978255738567,465598912.78692836,0.0,Diameter change,True,100,0.4577642424734836
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,17,66.66666666666667,58.42013581206832,70.044137795902,0.885318056495862,17226.13557529015,17226.13557529015,4092362.9055206,2,19817.671124984532,1,2856.6942983768404,88486044.38276325,1041776893.8593802,891399727.538275,128016260.5772273,2455417743.31236,0.18719394278303778,0.0361005854827781,0.21811906659623345,0.491083548662472,0.9324971435245214,466248571.7622607,0.0,Diameter change,True,101,0.4590635604241483
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,16,70.58823529411765,57.66807573218057,70.04794987131699,0.8758531777644123,17041.972061358254,17041.972061358254,4092547.0690345317,2,19817.671124984532,1,3066.201227653297,88320660.19168973,1049324457.6047838,891399727.538275,127776992.72603667,2455528241.420719,0.18719394278303778,0.03603311194874235,0.21969931623406547,0.4911056482841439,0.9340320192499895,467016009.62499475,0.0,Diameter change,True,102,0.4605984361496164
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,15,75.0,56.81001659987935,70.05216326965369,0.8651719678663596,16834.14170201796,16834.14170201796,4092754.8993938724,2,19817.671124984532,1,3309.4269176544635,88200786.36024578,1058193906.1472366,891399727.538275,127603566.5123375,2455652939.6363235,0.18719394278303778,0.03598420575647918,0.22155633173201553,0.4911305879272647,0.9358650681987972,467932534.0993986,0.0,Diameter change,True,103,0.46243148509842413
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,14,80.0,55.821481065420926,70.0568377380974,0.8530252900453092,16597.796902090387,16597.796902090387,4092991.2441938,2,19817.671124984532,1,3595.365112177299,88143957.02669302,1068762393.7605016,891399727.538275,127521349.26753615,2455794746.5162797,0.18719394278303778,0.0359610204934452,0.22376907869072313,0.491158949303256,0.938082991270462,469041495.635231,0.0,Diameter change,True,104,0.46464940817008893
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,13,85.71428571428571,54.669666617427865,70.06204176897394,0.8390918180204139,16326.685433873674,16326.685433873674,4093262.355662016,2,19817.671124984532,1,3936.583635697527,88175800.34269714,1081566858.240172,891399727.538275,127567418.25239883,2455957413.3972096,0.18719394278303778,0.03597401194717647,0.22644997693009922,0.4911914826794419,0.9408094143397554,470404707.1698777,0.0,Diameter change,True,105,0.4673758312393823
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,12,92.3076923076923,53.172048499890664,69.96334706591063,0.9416773516506325,18322.750347959034,18322.750347959034,4091266.290747931,2,19817.671124984532,1,4357.064671984293,88410463.75919811,1098465108.4762669,891399727.538275,127906915.0994359,2454759774.4487586,0.18719394278303778,0.036069750058040924,0.22998799988907656,0.49095195488975174,0.9442036476199069,472101823.80995345,0.0,Diameter change,True,106,0.47077006451953385
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,11,100.0,51.54649474339553,69.97817214844285,0.9147705360628962,17799.209175594115,17799.209175594115,4091789.831920296,2,19817.671124984532,1,4870.63279904743,88729005.63149056,1118151261.8627388,891399727.538275,128367762.22637664,2455073899.152178,0.18719394278303778,0.036199708947838215,0.23410973212064895,0.49101477983043557,0.9485181636819606,474259081.8409803,0.0,Diameter change,True,107,0.47508458058158753
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,10,109.0909090909091,49.5559525704898,69.99516754081176,0.8827597682920896,17176.357510655074,17176.357510655074,4092412.683585235,2,19817.671124984532,1,5527.062281332432,89329452.041414,1143953834.607975,891399727.538275,129236451.7989709,2455447610.151141,0.18719394278303778,0.03644467940730979,0.23951207221491103,0.49108952203022826,0.9542402164354868,477120108.2177434,0.0,Diameter change,True,108,0.48080663333511375
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,9,120.0,47.0550322000108,70.01471419374283,0.8440806193746155,16423.755371457253,16423.755371457253,4093165.2857244327,2,19817.671124984532,1,6403.114991057118,90425403.542315,1179868495.564883,891399727.538275,130822008.18696418,2455899171.4346595,0.18719394278303778,0.03689180630872391,0.24703160194456383,0.4911798342869319,0.9622971853232575,481148592.6616287,0.0,Diameter change,True,109,0.4888636022228844
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,8,133.33333333333334,43.80252733927078,70.03712832383381,0.7965159440501637,15498.262505111885,15498.262505111885,4094090.7785907784,2,19817.671124984532,1,7635.078268198962,92353140.82187483,1232467972.3308659,891399727.538275,133610941.96319972,2456454467.154467,0.18719394278303778,0.03767828563362233,0.2580444674086303,0.49129089343089344,0.9742075892561839,487103794.62809193,0.0,Diameter change,True,110,0.5007740061558108
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,7,150.0,39.277267979230785,70.01827593758368,0.7933260634896584,15436.195189754351,15436.195189754351,4094152.8459061356,2,19817.671124984532,1,9518.539292294185,95904105.78846858,1317008049.492772,891399727.538275,138748263.44293153,2456491707.543681,0.18719394278303778,0.0391270102909067,0.27574480500415544,0.49129834150873625,0.9933640995868362,496682049.7934181,0.0,Diameter change,True,111,0.5199305164864632
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,20.0,6,171.42857142857142,32.59834195172142,70.01775771584553,0.7575038878063367,14739.18279924106,14739.18279924106,4094849.858296649,2,19817.671124984532,2,12169.410458141281,99637324.6605465,1414307848.234383,891399727.538275,144149258.85699305,2456909914.9779897,0.18719394278303778,0.04065009099767204,0.29611667292195765,0.49138198299559793,1.0153426896982654,507671344.8491327,0.0,Diameter change,True,112,0.5419091065978923
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,23,50.0,54.62211953447349,70.06225098284204,0.8385218086784789,13215.631495427888,13215.631495427888,4096373.4096004623,2,19817.671124984532,1,3950.8610072025726,141088539.79404485,1686299608.3235457,920921248.6111956,204118371.4417828,2457824045.7602773,0.19339346220835107,0.057561380746582756,0.35306417212472146,0.4915648091520555,1.0955838242317109,547791912.1158555,0.0,Diameter change,True,113,0.6221502411313378
Joint design,1200.0,72.0,600.0,500000000.0,4109589.04109589,18.0,22,52.17391304347826,53.85479155148046,70.06556583673269,0.8293803899390184,13071.556982212176,13071.556982212176,4096517.484113678,2,19817.671124984532,1,4183.433902669205,141403459.47511655,1704059444.8300412,920921248.6111956,204573978.2014045,2457910490.468207,0.19339346220835107,0.05768986185279608,0.3567825872523096,0.4915820980936414,1.0994480094070982,549724004.7035491,0.0,Diameter change,True,114,0.6260144263067251
